"Keyword Phrase","Keyword Sales","Cerebro IQ Score","Search Volume","Search Volume Trend","H10 PPC Sugg. Bid","H10 PPC Sugg. Min Bid","H10 PPC Sugg. Max Bid","Sponsored ASINs","Competing Products","Organic","Sponsored Product","Amazon Recommended","Amazon Choice","Highly Rated","Sponsored Brand Header","Sponsored Brand Video","Top Rated From Our Brand","Trending Now","Amazon Rec. Rank","Sponsored Rank","Organic Rank"
"anker 3 in 1 cube with magsafe","-",1089,307,26,1.52,1.09,1.98,167,282,1,1,0,0,0,0,0,0,0,"-",17,5
"anker 3 in 1 charging station cube","-",1221,210,-1,1.24,1.11,1.37,118,172,1,0,0,0,0,0,0,0,0,"-","-",5
"anker 3 in 1 charging","-",280,148,-13,1.28,1.13,1.86,105,529,1,1,0,0,0,0,0,0,0,"-",21,5
"anker charging station apple","-",301,301,18,1.29,0.92,1.72,231,1000,1,1,0,0,0,0,0,0,0,"-",16,5
"anker 3 in 1 cube multi charger","-",1500,132,-22,1.79,1.25,2.29,48,88,1,0,0,0,0,0,0,0,0,"-","-",5
"anker charging station magsafe",3,531,364,-7,1.22,0.95,1.49,241,685,1,1,0,0,0,0,0,0,0,"-",10,5
"3-in-1 apple mag-safe travel charger","-",215,215,-24,,,,317,1000,1,0,0,0,0,0,0,0,0,"-","-",5
"anker charging station wireless","-",76,57,-49,1.11,1,1.32,160,749,1,1,0,0,0,0,0,0,0,"-",6,5
"anker maggo power bank 10k",6,1416,483,7,1.23,0.83,1.75,233,341,1,0,0,0,0,0,0,0,0,"-","-",5
"anker maggo power bank, qi2 certified 15w ultra-fast magsafe-compatible portable charger, 10,000mah ","-",829,300,-4,1.55,1.09,1.6,196,362,1,0,0,0,0,0,0,0,0,"-","-",5
"anker maggo magnetic charging station (8-in-1)","-",48,12,-31,,,,34,249,1,0,0,0,0,0,0,0,0,"-","-",5
"anker all in one charging dock","-",129,116,60,,,,87,898,1,0,0,0,0,0,0,0,0,"-","-",5
"anker charging station iphone","-",133,133,-7,,,,96,1000,1,1,0,0,0,0,0,0,0,"-",16,5
"anker 3-in-1 power bank","-",615,322,54,1.3,0.88,1.63,188,524,1,0,0,0,0,0,0,0,0,"-","-",5
"satechi 3-in-1 foldable qi2 wireless charging stand","-",987,303,-41,1.46,0.92,2.19,221,307,1,0,0,0,0,0,0,0,0,"-","-",5
"aukey lc-mc312 charging station magfusion z ultra-slim 3-in-1 qi2","-",188,30,-31,,,,29,160,1,0,0,0,0,0,0,0,0,"-","-",5
"portable 3-in-1 foldable travel magsafe wireless charger","-",254,178,15,,,,136,700,1,1,0,0,0,0,0,0,0,"-",28,5
"spigen 3 in 1 charging station",2,849,366,-12,1.37,1,1.42,178,431,1,0,0,0,0,0,0,0,0,"-","-",5
"3-1 wireless charging station apple travel","-",116,232,40,,,,246,2000,1,0,0,0,0,0,0,0,0,"-","-",5
"anker maggo power bank (10k, 35w, for apple watch)","-",2126,321,6,,,,152,151,1,0,0,0,0,0,0,0,0,"-","-",5
"esr qi2 3 in 1 wireless travel charger","-",159,72,-30,1.47,1.01,1.66,76,453,1,0,0,0,0,0,0,0,0,"-","-",5
"anker maggo usb-c adapter (3-in-1, 10gbps, for iphone)","-",3310,96,6,,,,6,29,1,0,0,0,0,0,0,0,0,"-","-",5
"anker powebank maggo, certificado qi2 de carga ultra rápida de 15w compatible con magsafe,10000mah c","-",1108,317,12,1.46,1.31,1.62,190,286,1,0,0,0,0,0,0,0,0,"-","-",5
"anker 3 in 1 lightning","-",2948,339,22,,,,68,115,1,1,0,0,0,0,0,0,0,"-",3,5
"anker - 3-in-1 cube with magsafe - gray","-",2009,229,6,,,,76,114,1,0,0,0,0,0,0,0,0,"-","-",5
"journey charger 3in1 apple foldable","-",293,162,-11,1.43,1.05,1.56,77,553,1,0,0,0,0,0,0,0,0,"-","-",5
"anker samsung charging station","-",584,303,26,,,,274,519,1,0,0,0,0,0,0,0,0,"-","-",5
"anker 3-in-1 cube with qi2","-",3172,295,7,,,,77,93,1,1,0,0,0,0,0,0,0,"-",15,5
"anker’s maggo magnetic charging station 8-in-1","-",1629,285,5,,,,154,175,1,0,0,0,0,0,0,0,0,"-","-",5
"nimble valet 3-in-1 wireless charger","-",571,261,1,,,,228,457,1,0,0,0,0,0,0,0,0,"-","-",5
"anker wireless charger pad","-",256,150,19,,,,147,587,1,1,0,0,0,0,0,0,0,"-",10,6
"anker watch charger",8,1190,664,2,1.35,0.89,1.56,283,558,1,1,1,0,0,0,0,0,0,241,14,6
"iphone charging station anker","-",237,237,-14,1.12,0.93,1.44,272,1000,1,1,0,0,0,0,0,0,0,"-",16,6
"anker magsafe cube","-",1934,292,26,1.27,0.79,1.33,103,151,1,1,0,0,0,0,0,0,0,"-",8,6
"portable 3 in 1 charging station apple",14,481,467,-2,1.4,1.1,1.69,288,971,1,1,0,0,0,0,0,0,0,"-",66,6
"anker phone and watch charging station","-",284,284,20,,,,233,999,1,1,0,0,0,0,0,0,0,"-",10,6
"3-1 charger","-",1,103,-52,1.11,0.88,1.61,195,100000,1,0,0,0,0,0,0,0,0,"-","-",6
"anker 3 in 1 cube charger made for magsafe","-",775,220,-20,1.26,0.93,1.77,190,284,1,1,0,0,0,0,0,0,0,"-",24,6
"anker maggo 633 multi charger","-",1018,170,32,1.33,1.22,1.53,32,167,1,0,0,0,0,0,0,0,0,"-","-",6
"folding magsafe charger 3 in 1","-",325,245,-19,,,,244,755,1,1,0,0,0,0,0,0,0,"-",5,6
"3 in 1 magsafe travel charger","-",73,73,-17,,,,191,1000,1,0,0,0,0,0,0,0,0,"-","-",6
"anker phone and watch charger","-",173,173,-37,,,,115,1000,1,1,0,0,0,0,0,0,0,"-",27,6
"3 in 1 wireless charging station anker","-",397,240,-19,,,,220,604,1,1,0,0,0,0,0,0,0,"-",24,6
"iphone and watch charging station anker","-",374,296,-1,,,,207,791,1,1,0,0,0,0,0,0,0,"-",15,6
"3 in 1 charger travel","-",32,225,27,,,,168,7000,1,1,0,0,0,0,0,0,0,"-",42,6
"anker phone watch charging station","-",34,34,9,,,,72,994,1,1,1,0,0,0,0,0,0,75,25,6
"anker maggo wireless charger",7,764,408,-8,1.3,0.92,1.9,275,534,1,1,1,0,0,0,0,0,0,53,18,6
"mycharge 3-in-1 wireless charging pad",7,1000,434,-3,1.7,1.07,2.22,236,434,1,0,0,0,0,0,0,0,0,"-","-",6
"dashed travelpod 5-in-1 travel charger 5-in-1 powerbank charger","-",3507,263,-5,1.52,1.3,2.07,76,75,1,0,0,0,0,0,0,0,0,"-","-",6
"qi2 3 in 1","-",1052,142,42,1.31,0.97,1.78,67,135,1,0,0,0,0,0,0,0,0,"-","-",6
"anker 315 wireless charger","-",1761,192,-18,,,,106,109,1,0,0,0,0,0,0,0,0,"-","-",6
"aukey lc-mc312 magfusion z qi2 3-in-1 foldable magnetic fast wireless charging station","-",1491,240,70,,,,26,161,1,0,0,0,0,0,0,0,0,"-","-",6
"anker mag safepower bank",3,1085,436,14,1.28,1.08,1.49,220,402,1,0,0,0,0,0,0,0,0,"-","-",6
"anker maggo foldable magnetic wireless portable charger","-",685,278,20,,,,225,406,1,0,0,0,0,0,0,0,0,"-","-",6
"anker maggo wireless charger (2-in-1, stand)","-",331,108,-42,,,,130,326,1,0,0,0,0,0,0,0,0,"-","-",6
"anker power bank watch","-",443,125,-43,,,,120,282,1,1,0,0,0,0,0,0,0,"-",5,6
"anker 335 3-in-1 wireless charger station","-",464,235,-28,1.37,0.79,1.73,149,506,1,0,0,0,0,0,0,0,0,"-","-",6
"anker magsafe compatible maggo charger stand, iphone 16 wireless charger, 2-in-1 charging station, q","-",532,238,15,,,,218,447,1,0,0,0,0,0,0,0,0,"-","-",6
"anker mag go magnetic charger","-",613,298,1,,,,196,486,1,0,0,0,0,0,0,0,0,"-","-",6
"aukey magfusion z qi2 3-in-1 foldable magnetic fast charging station","-",659,218,6,1.32,0.86,1.6,161,331,1,0,0,0,0,0,0,0,0,"-","-",6
"iphone travel charger",33,94,939,20,1.47,1.04,2.02,357,10000,1,0,1,0,0,0,0,0,0,40,"-",7
"travel phone charger",58,61,1822,10,1.53,1.04,1.99,665,30000,1,1,0,0,0,0,0,0,0,"-",76,7
"anker iphone charging station",7,328,328,-11,1.33,0.85,1.76,265,1000,1,1,0,0,0,0,0,0,0,"-",28,7
"anker wireless charger portable","-",305,305,-6,,,,278,1000,1,0,0,0,0,0,0,0,0,"-","-",7
"unravel wireless charger","-",2911,230,-21,,,,70,79,1,0,0,0,0,0,0,0,0,"-","-",7
"aira charging pad","-",1181,98,-41,1.17,0.82,2.64,54,83,1,1,0,0,0,0,0,0,0,"-",4,7
"anker 3","-",48,240,9,,,,163,5000,1,1,0,0,0,0,0,0,0,"-",9,7
"maggo",10,5147,736,-7,1.49,0.96,2.03,228,143,1,0,1,0,0,0,0,0,0,186,"-",7
"belkin boost charge pro 3-in-1 wireless charging pad with magsafe","-",286,128,7,1.31,1.28,2.11,118,447,1,0,0,0,0,0,0,0,0,"-","-",7
"magsafe portable charger anker",7,791,483,6,1.4,0.93,1.86,236,611,1,1,0,0,0,0,0,0,0,"-",7,7
"3 in 1 portable charging station apple","-",325,307,44,1.68,1.1,1.83,271,944,1,0,0,0,0,0,0,0,0,"-","-",7
"anker 3 in 1 cube",2,4490,458,-8,1.68,1.16,2.13,79,102,1,1,0,0,0,0,0,0,0,"-",13,7
"anker cube 3 in 1 magsafe",12,2713,871,-10,1.69,1.05,2.42,234,321,1,1,0,0,0,0,0,0,0,"-",7,7
"kuxiu x40","-",9750,156,-4,1.55,1.18,2.27,0,16,1,0,0,0,0,0,0,0,0,"-","-",7
"foldable magsafe charger 3 in 1","-",329,256,38,1.52,1.15,2.22,271,778,1,1,0,0,0,0,0,0,0,"-",46,7
"anker 2 in 1 charger magsafe","-",611,248,11,,,,110,406,1,0,0,0,0,0,0,0,0,"-","-",7
"anker mag go 633","-",2304,265,25,,,,31,115,1,0,0,0,0,0,0,0,0,"-","-",7
"halolock 3-in-1 travel wireless charging set","-",830,288,60,,,,147,347,1,0,0,0,0,0,0,0,0,"-","-",7
"3-in-1 charger","-",3,208,-24,,,,313,80000,1,0,0,0,0,0,0,0,0,"-","-",7
"@shan: anker magnetic wireless charger, 623 maggo 2-in-1 charging station with 20w usb-c charger,","-",766,209,20,,,,21,273,1,0,0,0,0,0,0,0,0,"-","-",7
"anker go magsafe","-",505,185,32,,,,74,366,1,1,0,0,0,0,0,0,0,"-",8,7
"anker 3-1 power bank","-",173,141,-3,1.15,0.96,1.43,45,815,1,0,0,0,0,0,0,0,0,"-","-",7
"belkin foldable charging station","-",522,187,-10,,,,169,358,1,0,0,0,0,0,0,0,0,"-","-",7
"anker - maggo","-",1182,195,16,,,,164,165,1,1,0,0,0,0,0,0,0,"-",16,7
"anker mag go usb c adapter","-",2227,285,-7,1.09,0.65,1.39,75,128,1,0,0,0,0,0,0,0,0,"-","-",7
"iphone 16 pro travel charger","-",68,272,17,,,,239,4000,1,0,0,0,0,0,0,0,0,"-","-",7
"anker maggo magnetic 3-in-1 wireless charging stand","-",394,207,-11,1.33,0.76,1.61,179,526,1,1,0,0,0,0,0,0,0,"-",14,7
"anker maggo 6600","-",1015,67,-14,,,,26,66,1,0,0,0,0,0,0,0,0,"-","-",7
"anchor mag go","-",5377,285,-4,1.08,0.93,1.23,37,53,1,1,0,0,0,0,0,0,0,"-",5,7
"anker magsafe compatible maggo charger stand","-",657,243,-5,,,,198,370,1,0,0,0,0,0,0,0,0,"-","-",7
"anker magnetic maggo","-",438,169,-6,,,,161,386,1,1,0,0,0,0,0,0,0,"-",5,7
"apple watch charger anker",28,1615,1200,-15,1.66,1.18,2.14,400,743,1,1,0,0,0,0,0,0,0,"-",44,8
"travel charger apple","-",4,37,-7,,,,192,10000,1,0,1,0,0,0,0,0,0,249,"-",8
"anker wireless charging",4,79,317,-1,1,0.81,1.24,231,4000,1,1,0,0,0,1,0,0,0,"-",24,8
"anker powerwave pad","-",3096,161,-27,,,,21,52,1,1,0,0,0,0,0,0,0,"-",2,8
"apple watch portable charger anker","-",213,121,4,,,,85,567,1,0,0,0,0,0,0,0,0,"-","-",8
"anker iphone and watch charging station","-",19,16,-45,,,,130,852,1,0,0,0,0,0,0,0,0,"-","-",8
"anker black friday","-",1281,114,-12,1.11,0.58,1.56,39,89,1,1,0,0,0,0,0,0,0,"-",2,8
"anker 551",5,4652,321,7,1.3,1.25,1.35,26,69,1,0,0,0,0,0,0,0,0,"-","-",8
"3 in 1 charging station apple travel",9,798,798,-5,1.55,1.07,1.81,318,1000,1,0,0,0,0,0,0,0,0,"-","-",8
"ucomx charger","-",2971,205,-11,,,,76,69,1,1,0,0,0,0,0,0,0,"-",9,8
"nomad base one max","-",8214,345,16,1.36,0.84,1.69,19,42,1,0,0,0,0,0,0,0,0,"-","-",8
"anker cube charger 3 in 1","-",608,93,35,1.39,1.1,2.22,47,153,1,0,0,0,0,0,0,0,0,"-","-",8
"anker charging cube 3 in 1","-",2202,207,43,,,,29,94,1,0,0,0,0,0,0,0,0,"-","-",8
"travel iphone and watch charger",17,163,489,27,1.5,1.03,1.97,402,3000,1,0,0,0,0,0,0,0,0,"-","-",8
"passport wireless charging station foldable","-",1339,225,8,,,,135,168,1,0,0,0,0,0,0,0,0,"-","-",8
"magsafe charger 3 in 1 apple certified","-",230,202,-5,,,,163,880,1,1,0,0,0,0,0,0,0,"-",15,8
"anker magsafe charger stand 3 in 1","-",61,41,4,,,,88,669,1,0,0,0,0,0,0,0,0,"-","-",8
"otterbox 3-in-1 charging station with magsafe",4,978,500,34,1.82,1.29,2,198,511,1,0,0,0,0,0,0,0,0,"-","-",8
"triple wireless charger pad","-",239,85,-4,,,,103,356,1,1,0,0,0,0,0,0,0,"-",8,8
"portable apple watch charger anker","-",260,154,-31,,,,169,592,1,0,0,0,0,0,0,0,0,"-","-",8
"anker power bank qi2","-",343,105,-59,1.3,0.99,1.62,130,306,1,0,0,0,0,0,0,0,0,"-","-",8
"anker chi2 magsafe","-",4150,332,79,,,,37,80,1,1,0,0,0,0,0,0,0,"-",5,8
"anker 13 in 1","-",2315,257,4,,,,53,111,1,0,0,0,0,0,0,0,0,"-","-",8
"anker 9 in 1",11,7175,452,-12,2.04,1.59,2.21,37,63,1,0,0,0,0,0,0,0,0,"-","-",8
"esr 3-in-1 magsafe travel charger","-",259,150,-14,1.25,1.13,1.52,200,579,1,0,0,0,0,0,0,0,0,"-","-",8
"anker 3 in one power bank","-",320,119,"-",1,0.82,1.26,101,372,1,0,0,0,0,0,0,0,0,"-","-",8
"hammacher schlemmer foldable wireless charger","-",1581,117,-5,,,,40,74,1,0,0,0,0,0,0,0,0,"-","-",8
"anker apple watch power bank","-",422,129,-27,,,,157,306,1,0,0,0,0,0,0,0,0,"-","-",8
"anker maggo power bank stand 6.6k qi2","-",846,203,-6,,,,94,240,1,0,0,0,0,0,0,0,0,"-","-",8
"best 3 in 1 apple chargers",5,134,267,21,,,,231,2000,1,0,0,0,0,0,0,0,0,"-","-",8
"anker iphone charger stand 3 in 1","-",370,233,6,,,,262,629,1,1,0,0,0,0,0,0,0,"-",12,8
"triple travel charger","-",127,253,27,1.07,0.83,1.44,239,2000,1,0,0,0,0,0,0,0,0,"-","-",8
"triple travel charger iphone apple watch airpods","-",140,94,-59,,,,166,673,1,0,0,0,0,0,0,0,0,"-","-",8
"triple apple charger station travel","-",303,210,12,,,,115,693,1,1,0,0,0,0,0,0,0,"-",5,8
"anker qi charger",12,1320,417,7,1.28,1.06,1.65,259,316,1,1,0,0,0,0,0,0,0,"-",16,9
"travel wireless charger",18,33,662,13,1.53,0.99,2,423,20000,1,1,1,0,0,0,0,0,0,26,35,9
"chargers in bulk","-",3,323,4,,,,204,100000,1,0,0,0,0,0,0,0,0,"-","-",9
"wireless travel charger",9,22,447,18,1.29,1.14,1.47,380,20000,1,0,0,0,0,0,0,0,0,"-","-",9
"apple travel charging station",27,245,736,12,1.47,1.09,1.98,326,3000,1,0,1,0,0,0,0,0,0,214,"-",9
"anker wireless charging station",44,2352,2352,-1,1.28,0.89,1.79,536,1000,1,1,1,0,0,0,0,0,0,17,9,9
"wireless charging pad travel","-","-",0,"-",,,,165,10000,1,0,0,0,0,0,0,0,0,"-","-",9
"anker mag",9,1069,481,-3,1.38,1,1.78,204,450,1,1,1,0,0,1,0,0,0,202,10,9
"3 in 1 charging station apple foldable",3,448,419,-12,1.6,1.2,2.03,297,935,1,1,0,0,0,0,0,0,0,"-",54,9
"magsafe charger anker portable","-",157,116,3,,,,180,739,1,1,0,0,0,0,0,0,0,"-",3,9
"anker 3 in 1 charging cube","-",1326,171,-7,1.45,0.86,2.6,112,129,1,0,0,0,0,0,0,0,0,"-","-",9
"anker 533 magnetic wireless charger 3-in-1 stand","-",354,214,20,,,,135,605,1,0,0,0,0,0,0,0,0,"-","-",9
"anker powerwave magnetic pad magsafe charger","-",272,129,-30,1.35,1.08,1.75,113,474,1,1,0,0,0,0,0,0,0,"-",5,9
"magsafe watch charger","-",7,69,-21,,,,72,10000,1,0,0,0,0,0,0,0,0,"-","-",9
"anker 2 in 1 charging station",7,1657,469,-5,1.71,1.12,2.1,215,283,1,0,0,0,0,0,0,0,0,"-","-",9
"magsafe charger belkin 3 in 1","-",314,158,-2,,,,193,503,1,1,0,0,0,0,0,0,0,"-",17,9
"anker magsafe charger cube","-",1237,282,10,,,,110,228,1,1,0,0,0,0,0,0,0,"-",11,9
"anker portable charger with stand","-",147,65,6,,,,74,441,1,0,0,0,0,0,0,0,0,"-","-",9
"apple 3 in 1 charging station travel","-",143,130,-15,1.49,1.27,1.87,200,910,1,0,0,0,0,0,0,0,0,"-","-",9
"anker power bank apple watch",3,1305,432,-3,1.43,1.03,1.53,182,331,1,0,0,0,0,0,0,0,0,"-","-",9
"swiv 3-in-1 foldable wireless charging station",12,1680,447,111,,,,194,266,1,0,0,0,0,0,0,0,0,"-","-",9
"qi2 anker","-",737,123,-35,1.58,0.84,1.98,120,167,1,1,0,0,0,0,0,0,0,"-",22,9
"anker 335 wireless charger","-",1147,117,56,0.91,0.7,1.58,11,102,1,0,0,0,0,0,0,0,0,"-","-",9
"anker maggo wireless car charger","-",395,119,-9,,,,57,301,1,0,0,0,0,0,0,0,0,"-","-",9
"esr qi2 3 in 1 travel charger","-",82,33,-15,,,,40,401,1,0,0,0,0,0,0,0,0,"-","-",9
"divi maggo","-",56400,282,25,,,,19,5,1,0,0,0,0,0,0,0,0,"-","-",9
"belkin 2-in-1 magnetic charging travel pad qi2 15w","-",315,90,-30,,,,109,286,1,0,0,0,0,0,0,0,0,"-","-",9
"anker magsafe charger qi2","-",840,205,3,,,,103,244,1,0,0,0,0,0,0,0,0,"-","-",9
"3-1 portable charger apple watch & iphone","-",83,166,-27,,,,227,2000,1,0,0,0,0,0,0,0,0,"-","-",9
"mophie 3-in-1 magsafe charger","-",400,221,-28,1.34,0.94,1.69,206,553,1,0,0,0,0,0,0,0,0,"-","-",9
"3 in 1 travel charging station","-",311,311,25,,,,252,1000,1,0,0,0,0,0,0,0,0,"-","-",9
"belkin boostcharge 2-in-1 magnetic foldable charger","-",606,129,-34,,,,55,213,1,0,0,0,0,0,0,0,0,"-","-",9
"belkin 3-in-1 wireless charger (apple watch, iphone, airpods)","-",418,249,-2,,,,217,595,1,0,0,0,0,0,0,0,0,"-","-",9
"anker qi2 maggo","-",2262,337,-11,,,,99,149,1,1,1,0,0,0,0,0,0,132,14,9
"apple charger travel","-",19,189,38,,,,199,10000,1,0,0,0,0,0,0,0,0,"-","-",10
"anker iphone dock","-",92,53,-46,,,,117,577,1,1,0,0,0,0,0,0,0,"-",9,10
"anker multi charger",7,423,423,-6,1.6,1.35,1.74,366,1000,1,1,0,0,0,0,0,0,0,"-",33,10
"apple duo charger","-",1000,321,14,1.2,1.04,1.81,302,321,1,0,0,0,0,0,0,0,0,"-","-",10
"anchor wireless charger","-",383,168,-35,,,,146,439,1,1,0,0,0,0,0,0,0,"-",11,10
"anker portable charger wireless","-",151,151,-19,,,,185,1000,1,1,0,0,0,0,0,0,0,"-",52,10
"anker power wave","-",502,104,-48,,,,81,207,1,1,0,0,0,0,0,0,0,"-",1,10
"mophie portable charger 3 in 1","-",1951,318,28,1.58,1.2,1.91,115,163,1,0,0,0,0,0,0,0,0,"-","-",10
"mophie 3 in 1 charger","-",335,110,-1,,,,143,328,1,0,0,0,0,0,0,0,0,"-","-",10
"anker qi2",11,6468,1410,-11,1.11,0.84,1.54,416,218,1,1,1,0,0,0,0,0,0,160,25,10
"anker 3-1",1,129,386,-27,1.26,1.22,1.51,130,3000,1,1,0,0,0,1,0,0,0,"-",2,10
"anker 315 wireless charger pad","-",2062,332,42,2.63,1.92,3.37,62,161,1,0,0,0,0,0,0,0,0,"-","-",10
"apple magsafe duo - fast wireless charger","-",337,168,-21,1.56,1.07,2.33,176,499,1,0,0,0,0,0,0,0,0,"-","-",10
"charging station foldable","-",79,314,10,,,,350,4000,1,1,0,0,0,0,0,0,0,"-",4,10
"3 in 1 power bank charging station","-",623,228,-17,,,,243,366,1,0,0,0,0,0,0,0,0,"-","-",10
"anker qi2 wireless charger","-",795,279,97,1.47,0.87,2.14,69,351,1,1,0,0,0,0,0,0,0,"-",27,10
"anker qi2 magsafe charger",15,3299,1204,-5,1.41,0.9,1.85,258,365,1,1,1,0,0,0,0,0,0,57,11,10
"anker 336","-",21211,403,72,2.47,1.74,2.73,36,19,1,0,0,0,0,0,0,0,0,"-","-",10
"anker power station iphone","-",20,20,-44,1.26,0.96,1.57,75,1000,1,1,0,0,0,0,0,0,0,"-",25,10
"3 in 1 anker power bank","-",137,26,-48,,,,39,190,1,0,0,0,0,0,0,0,0,"-","-",10
"anker power bank mag go","-",307,166,48,,,,58,541,1,1,0,0,0,0,0,0,0,"-",6,10
"esr qi2 3-in-1 magsafe travel qi2 wireless charging stand","-",589,315,27,,,,200,535,1,0,0,0,0,0,0,0,0,"-","-",10
"anker mag go slim","-",2219,324,-1,,,,115,146,1,0,0,0,0,0,0,0,0,"-","-",10
"anker magnetic apple charger","-",58,48,-7,,,,166,827,1,1,0,0,0,0,0,0,0,"-",6,10
"anker magsafe charger pad","-",372,213,-2,,,,199,573,1,1,0,0,0,0,0,0,0,"-",9,10
"portable charger magsafe anker","-",160,119,-16,,,,86,743,1,0,0,0,0,0,0,0,0,"-","-",10
"anker maggo iphone 16 magsafe-compatible wireless charger stand","-",418,200,16,,,,77,479,1,0,0,0,0,0,0,0,0,"-","-",10
"anker magsafe compatible wireless charging certified","-",514,183,6,,,,133,356,1,1,0,0,0,0,0,0,0,"-",10,10
"esr qi2 3 in 1","-",3439,282,42,,,,55,82,1,0,0,0,0,0,0,0,0,"-","-",10
"otterbox 3-in-1 15w magsafe charging station","-","-",1558,"-",1.21,0.91,1.85,69,0,1,0,0,0,0,0,0,0,0,"-","-",10
"apple triple charger","-",78,76,-28,,,,74,970,1,0,0,0,0,0,0,0,0,"-","-",11
"triple wireless charger","-","-",0,"-",,,,180,2000,1,0,0,0,0,0,0,0,0,"-","-",11
"triple bank","-",660,202,1,,,,95,306,1,0,0,0,0,0,0,0,0,"-","-",11
"anker 3 in 1",51,10294,3078,7,1.93,1.49,2.65,379,299,1,1,0,0,0,1,0,0,0,"-",20,11
"anker 622 maggo","-",315,94,-56,1.39,1.2,1.64,178,298,1,0,0,0,0,0,0,0,0,"-","-",11
"anker magsafe portable charger",8,925,591,14,1.38,0.96,1.89,235,639,1,1,0,0,0,0,0,0,0,"-",29,11
"foldable wireless charger 3 in 1","-",175,175,-19,1.48,1.16,1.82,256,1000,1,1,0,0,0,0,0,0,0,"-",65,11
"anker charging station for multiple devices apple","-",76,76,-12,,,,165,1000,1,1,0,0,0,0,0,0,0,"-",10,11
"anker mag safe. charger portable for iphone","-",54,34,-23,,,,76,626,1,0,0,0,0,0,0,0,0,"-","-",11
"3 in 1 wireless charging station apple travel","-","-",0,"-",,,,128,1000,1,1,0,0,0,0,0,0,0,"-",19,11
"travel charging station for apple devices","-",43,128,-24,1.57,1.29,1.74,207,3000,1,1,0,0,0,0,0,0,0,"-",47,11
"travel wireless charging station",6,97,386,-16,1.45,0.94,1.71,399,4000,1,0,0,0,0,0,0,0,0,"-","-",11
"3 in 1 charging station apple portable","-",102,96,-44,,,,254,944,1,0,0,0,0,0,0,0,0,"-","-",11
"3-1 magsafe charging station","-",244,244,-2,,,,283,1000,1,0,0,0,0,0,0,0,0,"-","-",11
"anker power bank foldable","-",367,176,17,,,,155,479,1,0,0,0,0,0,0,0,0,"-","-",11
"anker qi 2","-",387,67,-26,,,,30,173,1,1,0,0,0,0,0,0,0,"-",4,11
"3 in 1 charging station travel","-",252,252,-2,,,,326,1000,1,1,0,0,0,0,0,0,0,"-",10,11
"qi2 charging station",3,787,359,-1,,,,266,456,1,0,0,0,0,0,0,0,0,"-","-",11
"anker prime charging station 8 in 1","-",520,77,-24,,,,71,148,1,0,0,0,0,0,0,0,0,"-","-",11
"satechi 3-in-1 qi2 qi2 wireless charging station","-",353,67,-40,,,,56,190,1,0,0,0,0,0,0,0,0,"-","-",11
"knild magnetic wireless charger foldable charging pad","-",527,89,-34,1.35,0.96,1.56,67,169,1,0,0,0,0,0,0,0,0,"-","-",11
"anker power bank with apple watch charger","-",794,293,-5,,,,242,369,1,0,0,0,0,0,0,0,0,"-","-",11
"infinacore t3 tri-charge wireless charging pad - 3-in-1","-",270,47,-41,,,,29,174,1,0,0,0,0,0,0,0,0,"-","-",11
"anker magsafe qi2","-",946,278,4,,,,160,294,1,0,0,0,0,0,0,0,0,"-","-",11
"estacion de carga anker","-",345,302,-4,,,,280,876,1,1,0,0,0,0,0,0,0,"-",31,11
"belkin 2-in-1 magnetic charging travel pad","-",712,183,-23,,,,156,257,1,1,0,0,0,0,0,0,0,"-",4,11
"anker charger portable magsafe","-",406,307,97,,,,141,757,1,1,0,0,0,0,0,0,0,"-",24,11
"3 in 1 wireless charging station power bank","-",515,219,-16,,,,237,425,1,0,0,0,0,0,0,0,0,"-","-",11
"anker iphone wireless charger",4,199,397,6,0.93,0.89,1.3,259,2000,1,1,0,0,0,0,0,0,0,"-",16,12
"anker phone","-",11,56,-9,,,,60,5000,1,1,0,0,0,0,0,0,0,"-",12,12
"travel charging pad","-",27,219,-32,1.79,1.7,1.9,331,8000,1,1,0,0,0,0,0,0,0,"-",16,12
"anker 2 in 1",12,2888,465,"-",0.89,0.73,1,92,161,1,0,0,0,0,0,0,0,0,"-","-",12
"3 in 1 charging pad","-",217,217,-9,1.35,0.86,1.37,251,1000,1,1,0,0,0,0,0,0,0,"-",4,12
"magsafe charger 3 in 1",26,937,937,-30,1.22,0.91,2.01,447,1000,1,0,0,0,0,0,0,0,0,"-","-",12
"3 in 1 magsafe charging station",16,875,875,8,1.27,0.87,2.06,302,1000,1,0,0,0,0,0,0,0,0,"-","-",12
"magsafe charging pad",10,118,589,-8,1.06,0.83,1.92,286,5000,1,1,1,0,0,0,0,0,0,48,33,12
"belkin boost charge 15w magsafe 3-in-1 wireless charger","-",456,228,-7,,,,204,500,1,0,0,0,0,0,0,0,0,"-","-",12
"3 in 1 travel charger apple","-","-",0,"-",,,,144,1000,1,0,0,0,0,0,0,0,0,"-","-",12
"magsafe travel charger 3 in 1",12,527,434,3,1.28,0.89,1.83,289,823,1,1,0,0,0,0,0,0,0,"-",10,12
"apple travel charger 3 in 1",11,452,452,-8,1.33,0.97,1.69,267,1000,1,0,0,0,0,0,0,0,0,"-","-",12
"travel wireless charger 3 in 1","-",65,129,-5,1.71,1.4,1.94,189,2000,1,0,0,0,0,0,0,0,0,"-","-",12
